rarad,decrad,mag,ci
0.0298219515825,-0.403302651614,6.19,0.386
0.0318716731237,-0.303460215991,6.2,0.133
0.0333013751974,0.70071397875,6.73,0.951
0.0337512577265,-0.0444828474933,6.43,-0.146
0.0339536727259,-0.39284847744,5.93,0.141
0.0351605534938,-0.585197134373,5.67,1.119
0.0357862385537,-0.0427206115912,6.18,1.366
0.0361816011645,-0.154009809164,5.99,1.034
0.036597162708,0.507723818466,2.07,-0.038
0.0372964089681,1.10311860368,6.41,0.998
0.0373425139243,-0.30679668225,6.11,1.664
0.0378848874403,0.639263927319,6.21,0.504
0.0386975806814,0.444412921409,6.24,0.976
0.0392815902851,0.493012626593,6.47,0.242
0.0394459194193,0.31785871929,5.57,1.043
0.0394426024646,-0.942511500131,6.32,0.738
0.0400258528303,1.03235840437,2.28,0.38
0.0407164048585,1.39128127788,6.01,0.203
0.0408016535063,-0.488481496788,5.42,0.414
0.0410596787492,-0.79844320933,3.88,1.013
0.0430591437351,-1.08728417263,6.34,0.164
0.0437933601822,0.194531135571,5.54,-0.064
0.0437973201569,-1.43508034197,5.29,1.049
0.0450054708935,-0.0916051346389,5.84,0.973
0.0450327403196,0.804112832908,5.01,0.405
0.0457909656661,0.997726097519,6.74,-0.074
0.04615349116,1.04149742237,6.7,-0.017
0.0464243291754,-1.27800668324,6.66,0.372
0.0467480993026,-0.219560616338,5.84,1.0
0.048569118962,1.00509918463,6.68,1.212
0.0486980725524,-0.0579691707512,6.74,1.025
0.0491498571352,-0.269967134453,4.89,0.487
0.0504996265617,-0.485196935022,5.41,1.346
0.0511953526065,-0.613188611589,5.24,0.459
0.0520744094189,-0.736042768499,6.53,1.041
0.0522920601793,0.840417859756,6.18,1.467
0.0524595590083,0.409659307231,6.58,0.99
0.0525795605573,-0.24108545522,6.56,1.074
0.053085946634,-0.313082006379,5.29,1.478
0.0548427189111,0.780287753005,6.5,1.112
0.0558518867726,0.804516584919,6.63,0.402
0.0560137742106,0.657878410766,6.71,-0.116
0.0570080344417,-0.392178505955,6.66,0.961
0.0574143379292,0.295335124397,6.52,1.05
0.0576454929315,1.08281759254,6.63,0.226
0.0577524133796,0.265003740449,2.83,-0.19
0.0581452733605,-1.48342476487,5.78,1.71
0.0584630048356,0.471021524403,6.24,0.68
0.0589676693739,0.716202308902,5.71,0.331
0.0597951496128,-0.454175604821,5.94,1.548
0.059950435828,-0.458759077454,6.14,1.49
0.0601829896532,0.0241481288641,6.79,1.257
0.0612524723568,0.579554713754,6.22,0.009
0.0621561774027,-0.96114691282,6.66,0.462
0.062599895281,-1.09557722973,6.63,1.697
0.0630956771172,-0.135795901886,5.13,1.601
0.0635391260387,0.716154708863,6.68,1.172
